name,trave_points,stars,users,price,num_of_features,all_features,location
Bedrock Hotel Kuta Bali , 8.6 ,4,(1.854),Rp 645.059,5,"['Pusat kebugaran', 'Bar di kolam renang', 'Aksesibel bagi penyandang disabilitas', 'Kursi berjemur tepi kolam', 'Bar']","Kuta, Badung"
NEO Kuta Jelantik, 8.4 ,3,(1.602),Rp 364.206,3,"['Handuk pantai', 'Antar-jemput bandara', 'Check-out ekspress']","Legian, Kuta"
Danoya Villa Seminyak, 8.7 ,5,(987),Rp 2.051.173,6,"['Selancar', 'Banana boat', 'Jet ski', 'Windsurf', 'Menyelam', 'Dapur kecil']","Seminyak, Kuta"
CLIO APARTMENTS, 8.7 ,3,(627),Rp 673.307,1,['Layanan pijat'],"Seminyak, Kuta"
Siesta Legian Hotel, 8.8 ,3,(3.276),Rp 343.141,1,['Area main anak'],"Legian, Kuta"
"Abian Srama Hotel, Massage And Spa", 7.7 ,1,(793),Rp 213.597,4,"['Penyewaan sepeda', 'Sewa mobil', 'Layanan pijat', 'Spa']","Sanur, Bali"
MaxOneHotels.com @ Ubud - Bali, 8.7 ,3,(1.492),Rp 714.966,4,"['Karaoke', 'Layanan pijat', 'Spa', 'Bar']","Monkey Forest, Ubud"
Sunday Hotel Arshika Sunset Road, 7.8 ,4,(30),Rp 422.280,1,['Check-out ekspress'],"Kuta, Badung"
VOUK Hotel & Suites, 8.5 ,5,(200),Rp 1.190.727,6,"['Transportasi ke pantai', 'Area main anak', 'Sewa mobil', 'Bilyar', 'Fasilitas bisnis', 'Bar']","Nusa Dua Beach, Nusa Dua"
Singaraja Hotel, 8.3 ,2,(3.691),Rp 289.084,6,"['Kano', 'Penitipan sepeda', 'Area main anak', 'Penyewaan sepeda', 'Sewa mobil', 'Bar']","Singaraja, Buleleng"
Grand Mercure Bali Seminyak, 8.8 ,5,(35),Rp 1.935.346,1,['Area main anak'],"Seminyak, Kuta"
Daun Lebar Villas, 8.8 ,4,(326),Rp 1.508.796,6,"['Aktivitas outdoor', 'Layanan pijat', 'Dapur kecil', 'Aksesibel bagi penyandang disabilitas', 'Area piknik', 'Spa']","Payangan, Ubud"
Cove Renata Seminyak, 8.9 ,0,(142),Rp 368.522,0,[],"Seminyak, Kuta"
Grand Whiz Hotel Nusa Dua, 8.7 ,4,(1.143),Rp 846.475,6,"['Penyewaan sepeda', 'Sewa mobil', 'Layanan pijat', 'Bar di kolam renang', 'Antar-jemput bandara', 'Spa']","Nusa Dua Beach, Nusa Dua"
Kuta Paradiso Hotel, 8.5 ,5,(1.568),Rp 1.346.923,6,"['Area main anak', 'Penitipan anak', 'Penyewaan sepeda', 'Sewa mobil', 'Antar-jemput bandara', 'Bar']","Kuta, Badung"
Kutabex Beachfront Hotel, 8.4 ,3,(4.585),Rp 744.555,2,"['Layanan pijat', 'Spa']","Kuta, Badung"
Renaissance Bali Nusa Dua Resort, 9.1 ,5,(109),Rp 3.708.984,6,"['Olahraga air', 'Aerobik', 'Bar pantai', 'Fasilitas bisnis', 'Bar di kolam renang', 'Bar']","Nusa Dua, Kuta Selatan"
Cozy Stay Hotel Bali by ARM Hospitality, 8.2 ,3,(2.465),Rp 373.363,2,"['Dapur kecil', 'Aksesibel bagi penyandang disabilitas']","Denpasar Barat, Denpasar"
Cove De Pavilla, 8.8 ,0,(90),Rp 341.944,0,[],"Renon -  AT, Denpasar Selatan"
D Sila’s Tepi Danu Villas Kintamani & Natural Hot Spring, 9.2 ,0,(35),Rp 688.926,0,[],"Kintamani, Bangli"
The Kemilau Hotel & Villa Canggu, 8.4 ,3,(57),Rp 1.313.173,4,"['Antar-jemput bandara', 'Aksesibel bagi penyandang disabilitas', 'Check-out ekspress', 'Bar']","Canggu, Kuta Utara"
Best Western Kamala Jimbaran, 8.8 ,4,(936),Rp 692.966,2,"['Aksesibel bagi penyandang disabilitas', 'Bar']","Jimbaran, Kuta Selatan"
Sari Villa Ubud, 8.8 ,3,(1.412),Rp 537.384,6,"['Penyewaan sepeda', 'Layanan pijat', 'Aksesibel bagi penyandang disabilitas', 'Kursi berjemur tepi kolam', 'Check-out ekspress', 'Bar']","Kedewatan, Ubud"
Cove Kanaya, 8.9 ,0,(74),Rp 290.237,0,[],"Denpasar Barat, Denpasar"
Boss Legian Powered by Archipelago, 8.2 ,3,(5.437),Rp 389.053,5,"['Sewa mobil', 'Handuk pantai', 'Antar-jemput bandara', 'Aksesibel bagi penyandang disabilitas', 'Bar']","Legian, Kuta"
Lovina Beach Club & Resort, 8.6 ,4,(476),Rp 1.020.947,6,"['Banana boat', 'Kano', 'Pengering pakaian', 'Kursi berjemur pantai', 'Handuk pantai', 'Payung pantai']","Lovina, Buleleng"
Sun Island Hotel & Spa Kuta, 8.4 ,4,(682),Rp 820.863,2,"['Penyewaan sepeda', 'Sewa mobil']","Kuta, Badung"
ibis Styles Bali Denpasar - CHSE Certified, 8.4 ,3,(1.998),Rp 543.800,0,[],"Denpasar Barat, Denpasar"
Anantara Bali Uluwatu Resort, 8.8 ,5,(273),Rp 5.967.298,6,"['Restoran show cooking', 'Layanan pijat', 'Pusat kebugaran', 'Bar di kolam renang', 'Spa', 'Bar']","Pecatu, Uluwatu"
Benoa Sea Suites and Villas, 8.7 ,4,(759),Rp 1.175.618,6,"['Banana boat', 'Jet ski', 'Pemancingan', 'Kano', 'Menyelam', 'Check-out ekspress']","Tanjung Benoa, Nusa Dua"
Prama Sanur Beach Bali, 8.8 ,5,(770),Rp 1.581.853,2,"['Pusat kebugaran', 'Spa']","Sanur, Bali"
Candi Beach Resort and Spa, 8.8 ,4,(156),Rp 2.126.114,6,"['Badminton', 'Volley pantai', 'Kano', 'Penyewaan sepeda', 'Handuk pantai', 'Bar']","Candidasa, Karangasem"
Hyatt Regency Bali, 8.8 ,5,(268),Rp 3.341.770,6,"['Golf mini', 'Volley pantai', 'Fasilitas bisnis', 'Lapangan tennis outdoor', 'Aksesibel bagi penyandang disabilitas', 'Bar']","Sanur, Bali"
Swiss-Belresort Pecatu, 8.7 ,4,(331),Rp 960.732,6,"['Transportasi ke pantai', 'Penyewaan sepeda', 'Sewa mobil', 'Bilyar', 'Antar-jemput bandara', 'Bar']","Pecatu, Uluwatu"
ARTOTEL Sanur Bali, 8.8 ,4,(714),Rp 1.564.615,6,"['Banana boat', 'Pemancingan', 'Kano', 'Bilyar', 'Bar di kolam renang', 'Bar']","Sanur, Bali"
Prema Ubud Romantic Villas, 8.8 ,4,(282),Rp 1.232.106,4,"['Kursi berjemur', 'Sewa mobil', 'Layanan pijat', 'Dapur kecil']","Ubud, Gianyar"
Double-Six Luxury Hotel Seminyak, 8.9 ,5,(901),Rp 5.591.185,6,"['Kursi berjemur pantai', 'Teras rooftop', 'Bar di kolam renang', 'Payung pantai', 'Aksesibel bagi penyandang disabilitas', 'Bar']","Seminyak, Kuta"
Dusun Bedugul Asri, 9.6 ,0,(19),Rp 1.045.024,2,"['Aksesibel bagi penyandang disabilitas', 'Bar']","Bedugul, Tabanan"
EDEN Hotel Kuta Bali, 8.5 ,4,(1.822),Rp 621.686,6,"['Penitipan sepeda', 'Area main anak', 'Sewa mobil', 'Bilyar', 'Bar di kolam renang', 'Spa']","Kuta, Badung"
Mars City Hotel , 7.9 ,3,(1.829),Rp 333.023,6,"['Sewa mobil', 'Layanan pijat', 'Fasilitas bisnis', 'Antar-jemput bandara', 'Check-out ekspress', 'Bar']","Denpasar Selatan, Denpasar"
Aston Canggu Beach Resort, 8.6 ,4,(500),Rp 1.405.772,1,['Pusat kebugaran'],"Canggu, Kuta Utara"
Kuta Seaview Boutique Resort, 8.6 ,4,(383),Rp 1.425.025,5,"['Kursi berjemur', 'Pusat kebugaran', 'Kursi berjemur tepi kolam', 'Spa', 'Bar']","Kuta, Badung"
Segara Sadhu Inn​ Kuta by ecommerceloka, 8.1 ,1,(552),Rp 193.453,6,"['Aktivitas outdoor', 'Penitipan sepeda', 'Sewa mobil', 'Layanan pijat', 'Check-out ekspress', 'Area piknik']","Poppies, Kuta"
Sanctoo Suites & Villas at Bali Zoo, 9 ,5,(363),Rp 2.249.937,5,"['Penitipan sepeda', 'Penyewaan sepeda', 'Sewa mobil', 'Aksesibel bagi penyandang disabilitas', 'Spa']","Ubud, Gianyar"
Sini Vie Luxury Resort & Spa Seminyak by Ini Vie Hospitality, 8.9 ,5,(338),Rp 1.814.581,6,"['Jacuzzi', 'Handuk pantai', 'Layanan pijat', 'Pusat kebugaran', 'Hewan kecil diizinkan', 'Check-out ekspress']","Seminyak, Kuta"
The Bene Hotel Kuta, 8.6 ,4,(485),Rp 645.258,5,"['Layanan pijat', 'Bar di kolam renang', 'Check-out ekspress', 'Spa', 'Bar']","Kuta, Badung"
FRii Bali Echo Beach, 8.6 ,3,(297),Rp 507.328,3,"['Selancar', 'Antar-jemput bandara', 'Bar']","Canggu, Kuta Utara"
Courtyard by Marriott Bali Seminyak Resort, 9 ,5,(558),Rp 2.430.368,2,"['Sewa mobil', 'Pusat kebugaran']","Seminyak, Kuta"
"The Stones Hotel - Legian, Bali", 8.8 ,5,(590),Rp 2.167.736,0,[],"Legian, Kuta"
Ashoka Tree Resort at Tanggayuda, 8.6 ,5,(590),Rp 528.553,6,"['Bersepeda atau bersepeda gunung', 'Jacuzzi', 'Dapur kecil', 'Teras rooftop', 'Check-out ekspress', 'Bar']","Kedewatan, Ubud"
FuramaXclusive Ocean Beach Seminyak, 8.5 ,5,(614),Rp 1.323.012,6,"['Area main anak', 'Sewa mobil', 'Layanan pijat', 'Dapur kecil', 'Antar-jemput bandara', 'Bar']","Legian, Kuta"
Dream of Aventus Hotel Kuta, 9 ,5,(161),Rp 756.106,6,"['Area main anak', 'Klub anak', 'Layanan pijat', 'Pusat kebugaran', 'Spa', 'Bar']","Kuta, Badung"
Bestah Coliving, 9.1 ,0,(89),Rp 517.392,1,['Antar-jemput bandara'],"Denpasar Selatan, Denpasar"
Sun Royal Hotel , 8.4 ,3,(1.095),Rp 332.872,6,"['Kursi berjemur', 'Sewa mobil', 'Layanan pijat', 'Bar di kolam renang', 'Spa', 'Bar']","Kuta, Badung"
"Four Points By Sheraton Bali, Seminyak", 8.7 ,4,(242),Rp 1.846.978,6,"['Layanan pijat', 'Pusat kebugaran', 'Bar di kolam renang', 'Aksesibel bagi penyandang disabilitas', 'Spa', 'Bar']","Seminyak, Kuta"
Grand Zuri Kuta Bali, 8.8 ,4,(3.694),Rp 710.442,6,"['Layanan pijat', 'Pusat kebugaran', 'Bar di kolam renang', 'Antar-jemput bandara', 'Check-out ekspress', 'Bar']","Kuta, Badung"
Monolocale Luxury Resort & Spa Seminyak by Ini Vie Hospitality, 9.2 ,5,(83),Rp 1.617.081,6,"['Transportasi ke pantai', 'Handuk pantai', 'Layanan pijat', 'Hewan kecil diizinkan', 'Kursi berjemur tepi kolam', 'Spa']","Umalas, Kuta Utara"
W Bali - Seminyak, 8.7 ,5,(19),Rp 8.874.632,6,"['Penitipan anak', 'Limosin/mobil', 'Hammam / Spa Turki', 'Bar pantai', 'Toko/pusat belanja', 'Bar']","Seminyak, Kuta"
Padma Resort Legian, 9.1 ,5,(257),Rp 3.986.390,6,"['Winery', 'Tennis', 'Kursi berjemur pantai', 'Handuk pantai', 'Bar di kolam renang', 'Bar']","Legian, Kuta"
MaxOneHotels.com @ Bukit Jimbaran - Bali, 8.4 ,3,(1.920),Rp 747.166,2,"['Aksesibel bagi penyandang disabilitas', 'Bar']","Jimbaran, Kuta Selatan"
Padmasari Resort, 8.7 ,4,(481),Rp 943.041,4,"['Pengering pakaian', 'Penitipan anak', 'Layanan pijat', 'Bar']","Lovina, Buleleng"
The Evitel Resort Ubud, 8.7 ,3,(1.457),Rp 760.637,6,"['Aktivitas outdoor', 'Area main anak', 'Penitipan anak', 'Penyewaan sepeda', 'Sewa mobil', 'Bar']","Monkey Forest, Ubud"
Lloyd's Inn Bali, 8.6 ,4,(1.459),Rp 809.666,4,"['Layanan pijat', 'Perpustakaan', 'Spa', 'Bar']","Seminyak, Kuta"
Sunrise Aventus Hotel Nusa Dua, 9 ,4,(310),Rp 439.915,2,"['Layanan pijat', 'Pusat kebugaran']","Nusa Dua, Kuta Selatan"
Amaroossa Suite Bali, 8 ,4,(1.776),Rp 450.962,6,"['Restoran show cooking', 'Sewa mobil', 'Layanan pijat', 'Bilyar', 'Teras rooftop', 'Bar']","Nusa Dua, Kuta Selatan"
"Hotel Indigo BALI SEMINYAK BEACH, an IHG Hotel", 9 ,5,(177),Rp 4.584.104,2,"['Pusat kebugaran', 'Bar']","Seminyak, Kuta"
Amaris Hotel Dewi Sri, 8 ,2,(843),Rp 362.375,0,[],"Legian, Kuta"
Kuta Majesty Hotel, 8.4 ,3,(4.881),Rp 347.534,1,['Aksesibel bagi penyandang disabilitas'],"Kuta, Badung"
Hard Rock Hotel Bali, 8.8 ,5,(1.257),Rp 2.884.578,6,"['Akses ke water park', 'Paket proposal romantis', 'Toko/pusat belanja', 'Bar di kolam renang', 'Payung pantai', 'Bar']","Kuta, Badung"
Bajra Bali Villa, 8.8 ,5,(753),Rp 1.483.969,3,"['Penyewaan sepeda', 'Sewa mobil', 'Layanan pijat']","Seminyak, Kuta"
The Legian Sunset Residence, 8.7 ,3,(1.350),Rp 493.621,3,"['Penitipan anak', 'Dapur kecil', 'Check-out ekspress']","Legian, Kuta"
Andaz Bali - a concept by Hyatt, 9.3 ,5,(89),Rp 5.691.355,5,"['Pantai privat', 'Pusat kebugaran', 'Aksesibel bagi penyandang disabilitas', 'Spa', 'Bar']","Sanur, Bali"
Mercure Bali Nusa Dua - CHSE Certified, 8.2 ,4,(819),Rp 920.445,0,[],"Nusa Dua, Kuta Selatan"
Sithala Villa Seminyak, 8.9 ,5,(373),Rp 1.767.045,6,"['Transportasi ke pantai', 'Penitipan sepeda', 'Penitipan anak', 'Penyewaan sepeda', 'Handuk pantai', 'Payung pantai']","Seminyak, Kuta"
Amaris Hotel Pratama Nusa Dua, 8.3 ,2,(1.010),Rp 430.637,3,"['Sewa mobil', 'Handuk pantai', 'Check-out ekspress']","Nusa Dua, Kuta Selatan"
Platinum Hotel Jimbaran Beach Bali , 9.5 ,5,(73),Rp 1.621.609,6,"['Pengering pakaian', 'Area main anak', 'Klub anak', 'Handuk pantai', 'Fasilitas bisnis', 'Bar']","Jimbaran, Kuta Selatan"
The Kanjeng Hotel Kuta, 7.5 ,3,(348),Rp 382.903,0,[],"Tuban, Kuta"
Kuta Beach Hotel, 8.4 ,4,(2.667),Rp 626.246,3,"['Pusat kebugaran', 'Spa', 'Bar']","Kuta, Badung"
The Patra Bali Resort & Villas, 8.9 ,5,(792),Rp 1.809.423,6,"['Bar', 'Bilyar', 'Lapangan tennis outdoor', 'Bar di kolam renang', 'Aksesibel bagi penyandang disabilitas', 'Bar']","Kuta, Badung"
Samabe Bali Suites & Villas, 9 ,5,(103),Rp 7.096.003,6,"['Pantai privat', 'Kursi berjemur', 'Klub anak', 'Layanan pijat', 'Spa', 'Bar']","Nusa Dua Beach, Nusa Dua"
Amaris Hotel Sunset Road, 8.1 ,2,(946),Rp 362.988,4,"['Pool atau Snooker', 'Penitipan sepeda', 'Sewa mobil', 'Aksesibel bagi penyandang disabilitas']","Kuta, Badung"
"Bobocabin Kintamani, Bali", 8.6 ,0,(266),Rp 851.610,1,['Jacuzzi'],"Kintamani, Bangli"
Kampi Hotel Legian, 9.5 ,3,(43),Rp 546.068,1,['Aksesibel bagi penyandang disabilitas'],"Legian, Kuta"
Liberta Hotel Jimbaran, 8.5 ,3,(2.583),Rp 487.790,3,"['Teras rooftop', 'Aksesibel bagi penyandang disabilitas', 'Bar']","Jimbaran, Kuta Selatan"
Grand Kesambi Resort and Villa Seminyak, 8.4 ,4,(380),Rp 449.744,6,"['Winery', 'Dapur kecil', 'Pusat kebugaran', 'Bilyar', 'Bar di kolam renang', 'Bar']","Kerobokan, Kuta Utara"
Rhadana Kuta, 8.8 ,4,(1.487),Rp 408.599,1,['Pusat kebugaran'],"Kuta, Badung"
COMO Uma Canggu, 8.7 ,5,(62),Rp 4.112.163,6,"['Area main anak', 'Klub anak', 'Handuk pantai', 'Pusat kebugaran', 'Payung pantai', 'Bar']","Canggu, Kuta Utara"
Solaris Hotel Kuta, 8.3 ,3,(1.283),Rp 434.911,2,"['Bar di kolam renang', 'Bar']","Kuta, Badung"
Beachwalk Residence, 8.7 ,5,(27),Rp 3.588.361,2,"['Dapur kecil', 'Pusat kebugaran']","Kuta, Badung"
RedDoorz Plus @ Sunrise Hotel Sanur, 8.1 ,0,(122),Rp 247.160,0,[],"Sanur, Bali"
TRIBE Bali Kuta Beach, 9.1 ,4,(139),Rp 1.581.976,0,[],"Kuta, Badung"
Le Cliff Bali - Uluwatu, 8.3 ,4,(246),Rp 1.930.727,3,"['Selancar', 'Pengering pakaian', 'Check-out ekspress']","Pecatu, Uluwatu"
Bintang Kuta Hotel, 8.8 ,4,(600),Rp 885.958,4,"['Bar di kolam renang', 'Antar-jemput bandara', 'Aksesibel bagi penyandang disabilitas', 'Bar']","Kuta, Badung"
The Sintesa Jimbaran Bali, 8.4 ,4,(288),Rp 533.902,6,"['Kursi berjemur pantai', 'Handuk pantai', 'Teras rooftop', 'Fasilitas bisnis', 'Aksesibel bagi penyandang disabilitas', 'Check-out ekspress']","Jimbaran, Kuta Selatan"
Ramada by Wyndham Bali Sunset Road Kuta, 8.3 ,4,(2.747),Rp 1.249.710,5,"['Penyewaan sepeda', 'Pusat kebugaran', 'Teras rooftop', 'Aksesibel bagi penyandang disabilitas', 'Bar']","Kuta, Badung"
Sans Sunset Point Seminyak, 7.7 ,3,(747),Rp 280.798,1,['Teras rooftop'],"Seminyak, Kuta"
Cross Vibe Paasha Atelier Bali Kuta managed by Cross Hotels & Resorts, 9 ,4,(56),Rp 721.902,6,"['Layanan pijat', 'Pusat kebugaran', 'Bar di kolam renang', 'Kursi berjemur tepi kolam', 'Spa', 'Bar']","Kuta, Badung"
CRYSTALKUTA Hotel-Bali, 8.4 ,4,(842),Rp 598.565,3,"['Transportasi ke pantai', 'Antar-jemput bandara', 'Check-out ekspress']","Kuta, Badung"
Le Grande Bali , 8.3 ,5,(1.177),Rp 793.083,6,"['Golf', 'Layanan pijat', 'Pusat kebugaran', 'Bilyar', 'Perpustakaan', 'Bar']","Pecatu, Uluwatu"
Bali Paragon Resort Hotel, 8.5 ,4,(1.562),Rp 878.745,5,"['Layanan pijat', 'Pusat kebugaran', 'Aksesibel bagi penyandang disabilitas', 'Spa', 'Bar']","Jimbaran, Kuta Selatan"
Jambuluwuk Oceano Seminyak Hotel, 8.5 ,5,(1.280),Rp 955.577,6,"['Ruang santai', 'Klub malam', 'Teras rooftop', 'Fasilitas bisnis', 'Aksesibel bagi penyandang disabilitas', 'Bar']","Seminyak, Kuta"
Jumeirah Bali, 8.8 ,5,(7),Rp 16.158.329,6,"['Olahraga air', 'Kursi berjemur pantai', 'Handuk pantai', 'Antar-jemput bandara', 'Payung pantai', 'Bar']","Pecatu, Uluwatu"
Ohana Hotel Kuta, 8.7 ,4,(963),Rp 471.111,0,[],"Kuta, Badung"
ION Bali Benoa Hotel, 8.5 ,4,(467),Rp 343.327,2,"['Bilyar', 'Bar']","Tanjung Benoa, Nusa Dua"
PassGo Digital Airport Hotel Bali, 8.9 ,0,(167),Rp 362.714,0,[],"Tuban, Kuta"
Bintang Bali Resort, 8.6 ,5,(1.609),Rp 1.364.467,6,"['Bersepeda atau bersepeda gunung', 'Tennis meja', 'Lapangan tennis outdoor', 'Bar di kolam renang', 'Aksesibel bagi penyandang disabilitas', 'Bar']","Kuta, Badung"
Euphoria Hotel , 8.5 ,3,(1.975),Rp 394.108,6,"['Transportasi ke pantai', 'Area main anak', 'Penyewaan sepeda', 'Sewa mobil', 'Layanan pijat', 'Pusat kebugaran']","Legian, Kuta"
Cove Ume Nerus, 8.9 ,0,(21),Rp 602.514,0,[],"Canggu, Kuta Utara"
Loft Legian Hotel, 8.3 ,3,(2.264),Rp 318.245,0,[],"Legian, Kuta"
Puri Saron Baruna Beach Cottages, 8.6 ,3,(670),Rp 459.318,6,"['Area main anak', 'Kursi berjemur pantai', 'Sewa mobil', 'Handuk pantai', 'Antar-jemput bandara', 'Bar']","Lovina, Buleleng"
Royal Regantris Kuta, 8.6 ,4,(1.467),Rp 512.988,6,"['Bar', 'Aktivitas outdoor', 'Layanan pijat', 'Teras rooftop', 'Aksesibel bagi penyandang disabilitas', 'Bar']","Kuta, Badung"
CLV Hotel & Villa, 8.8 ,3,(1.484),Rp 442.409,0,[],"Bedugul, Tabanan"
Luminor Hotel Legian Seminyak, 9.5 ,0,(69),Rp 578.654,1,['Aksesibel bagi penyandang disabilitas'],"Legian, Kuta"
Sofitel Bali Nusa Dua Beach Resort, 8.6 ,5,(613),Rp 5.008.149,2,"['Area main anak', 'Check-out ekspress']","Nusa Dua Beach, Nusa Dua"
Novotel Bali Ngurah Rai Airport, 8.7 ,4,(690),Rp 1.645.951,1,['Area main anak'],"Tuban, Kuta"
Lakeview Hotel & Restaurant Kintamani, 8.2 ,3,(320),Rp 846.628,6,"['Restoran show cooking', 'Kano', 'Layanan pijat', 'Bilyar', 'Area piknik', 'Bar']","Kintamani, Bangli"
The Mavila, 9.1 ,5,(308),Rp 1.867.557,2,"['Pengering pakaian', 'Dapur kecil']","Sanur, Bali"
The Dewi Eco Bamboo Villa , 9.3 ,0,(7),Rp 1.608.950,1,['Check-out ekspress'],"Kintamani, Bangli"
Savvoya Hotel Seminyak, 8.7 ,3,(45),Rp 426.784,0,[],"Seminyak, Kuta"
Pondok Anyar Hotel, 8.4 ,2,(612),Rp 285.810,0,[],"Kuta, Badung"
FOX Hotel Jimbaran Beach, 8.7 ,4,(461),Rp 1.002.607,5,"['Klub anak', 'Pusat kebugaran', 'Bar di kolam renang', 'Antar-jemput bandara', 'Spa']","Jimbaran, Kuta Selatan"
Pandawa Hill Resort, 8.8 ,4,(741),Rp 526.212,4,"['Layanan pijat', 'Antar-jemput bandara', 'Aksesibel bagi penyandang disabilitas', 'Bar']","Nusa Dua Beach, Nusa Dua"
Grand Sinar Indah Hotel, 8.5 ,3,(382),Rp 280.227,6,"['Bar', 'Layanan pijat', 'Bar di kolam renang', 'Sauna', 'Spa', 'Bar']","Legian, Kuta"
"Holiday Inn Express Bali Sunset Road, an IHG Hotel", 9.4 ,3,(18),Rp 865.929,2,"['Check-out ekspress', 'Bar']","Kuta, Badung"
ABISHA Resort Jimbaran, 8.5 ,3,(588),Rp 344.575,6,"['Transportasi ke pantai', 'Kursi berjemur', 'Handuk pantai', 'Teras rooftop', 'Antar-jemput bandara', 'Kursi berjemur tepi kolam']","Jimbaran, Kuta Selatan"
Collection O Grand Pondok Puri Ayu, 7.8 ,2,(573),Rp 225.032,1,['Check-out ekspress'],"Denpasar Barat, Denpasar"
Titik Dua, 9.2 ,4,(153),Rp 2.001.762,3,"['Bar di kolam renang', 'Kursi berjemur tepi kolam', 'Bar']","Ubud, Gianyar"
The Kuta Beach Heritage Hotel Bali - Managed by Accor, 8.7 ,5,(775),Rp 1.373.030,2,"['Penitipan anak', 'Check-out ekspress']","Kuta, Badung"
Inna Bali Heritage Hotel, 8.3 ,3,(657),Rp 364.980,5,"['Karaoke', 'Teras rooftop', 'Fasilitas bisnis', 'Aksesibel bagi penyandang disabilitas', 'Kursi berjemur tepi kolam']","Denpasar Utara, Denpasar"
Klapa Resort, 8.5 ,4,(965),Rp 1.157.808,3,"['Lapangan golf', 'Spa', 'Bar']","Pecatu, Uluwatu"
M Suite Bali, 8.6 ,4,(508),Rp 490.727,2,"['Penyewaan sepeda', 'Dapur kecil']","Seminyak, Kuta"
Mercure Bali Legian, 8.4 ,4,(642),Rp 1.218.941,2,"['Area main anak', 'Check-out ekspress']","Legian, Kuta"
ZURI Express Jimbaran, 8.7 ,3,(790),Rp 484.824,0,[],"Jimbaran, Kuta Selatan"
The Yani Hotel Bali, 8.1 ,3,(1.070),Rp 350.883,1,['Check-out ekspress'],"Denpasar Selatan, Denpasar"
Hotel Grand Santhi, 8.1 ,3,(741),Rp 395.116,0,[],"Denpasar Barat, Denpasar"
"Four Points by Sheraton Bali, Ungasan", 8.7 ,4,(752),Rp 1.202.113,6,"['Klub kesehatan', 'Layanan pijat', 'Pusat kebugaran', 'Check-out ekspress', 'Spa', 'Bar']","Jimbaran, Kuta Selatan"
Bali Corail Villa, 8.5 ,3,(335),Rp 740.646,3,"['Penyewaan sepeda', 'Layanan pijat', 'Antar-jemput bandara']","Denpasar Barat, Denpasar"
The Ritz-Carlton Bali, 8.9 ,5,(316),Rp 6.245.112,6,"['Tenda pantai', 'Klub anak', 'Kursi berjemur pantai', 'Handuk pantai', 'Ruangan game', 'Bar']","Nusa Dua Beach, Nusa Dua"
The Cave Hotel Kintamani, 8.3 ,0,(652),Rp 432.638,6,"['Pemancingan', 'Transportasi ke pusat perbelanjaan', 'Transportasi ke pantai', 'Bersepeda atau bersepeda gunung', 'Sewa mobil', 'Antar-jemput bandara']","Kintamani, Bangli"
Element by Westin Bali Ubud, 9 ,5,(464),Rp 2.162.875,6,"['Restoran show cooking', 'Ruang santai', 'Fasilitas bisnis', 'Bar di kolam renang', 'Aksesibel bagi penyandang disabilitas', 'Bar']","Ubud, Gianyar"
Lavanya Ubud Romantic Villas, 9.3 ,4,(48),Rp 1.068.039,4,"['Penyewaan sepeda', 'Sewa mobil', 'Dapur kecil', 'Kursi berjemur tepi kolam']","Ubud, Gianyar"
Bali Easy Living Canggu , 8.9 ,4,(513),Rp 1.873.309,6,"['Banana boat', 'Pemancingan', 'Kano', 'Menyelam', 'Dapur kecil', 'Check-out ekspress']","Canggu, Kuta Utara"
The Komu Canggu Bali, 9.6 ,4,(16),Rp 1.568.102,5,"['Pusat kebugaran', 'Teras rooftop', 'Bar di kolam renang', 'Kursi berjemur tepi kolam', 'Bar']","Canggu, Kuta Utara"
Zizz Convention Hotel, 8.3 ,3,(1.783),Rp 335.340,0,[],"Denpasar Barat, Denpasar"
RICHLAND BALI, 9.1 ,0,(80),Rp 785.225,6,"['Perahu dayung', 'Pemancingan', 'Kano', 'Penyewaan sepeda', 'Sewa mobil', 'Layanan pijat']","Bedugul, Tabanan"
Scala Bed and Beyond, 8.5 ,4,(903),Rp 447.493,5,"['Penyewaan sepeda', 'Sewa mobil', 'Perpustakaan', 'Kursi berjemur tepi kolam', 'Check-out ekspress']","Canggu, Kuta Utara"
Collection O Airport Kuta Bali Hotel, 8.6 ,3,(42),Rp 313.260,1,['Teras rooftop'],"Tuban, Kuta"
Bali Beach Glamping, 8.9 ,4,(196),Rp 1.244.604,6,"['Tunggang kuda', 'Aktivitas outdoor', 'Area main anak', 'Layanan pijat', 'Antar-jemput bandara', 'Bar']","Tanah Lot, Tabanan"
Kakul Villa & Suite, 8.8 ,3,(430),Rp 501.977,6,"['Penyewaan sepeda', 'Sewa mobil', 'Layanan pijat', 'Dapur kecil', 'Spa', 'Bar']","Ubud, Gianyar"
Alam Kawi Ubud Resort & Spa, 8.9 ,4,(342),Rp 557.805,3,"['Bar di kolam renang', 'Spa', 'Bar']","Tampaksiring, Ubud"
Angkul Angkul Beach Inn by Kamara, 8.7 ,3,(744),Rp 334.082,5,"['Pengering pakaian', 'Kursi berjemur', 'Penyewaan sepeda', 'Sewa mobil', 'Check-out ekspress']","Kuta, Badung"
Grand Mirah Boutique Hotel, 8.4 ,3,(493),Rp 451.120,2,"['Check-out ekspress', 'Bar']","Denpasar Timur, Denpasar"
Hotel Dewata Indah Denpasar Mitra RedDoorz, 8.6 ,0,(22),Rp 176.509,0,[],"Denpasar Utara, Denpasar"
